time,AU10,BE10,CA10,CN10,DK10,FR10,DE10,GR10,HK10,IN10,ID10,IE10,IT10,JP10,KR10,MY10,NL10,NO10,PL10,PT10,SG10,ZA10,ES10,SE10,TW10,TH10,TR10,GB10,US10
1.46297E+12,117.178,103.764,101.849,100.64,112.643,100.198,103.636,0,118.8,101.014,103.835,139.48,104.727,101.998,104.233,100.306,100.352,101.57,108.7,98.676,103.175,109.02,103.192,102.695,100.741,118.093,104.75,105.286,98.969
1.46289E+12,117.083,103.609,101.746,100.668,112.718,100.146,103.679,0,118.65,101.143,103.907,139.39,104.459,101.946,104.228,100.268,100.321,101.5,108.65,97.96,102.799,108.881,103.035,102.501,100.563,118.12,106.175,105.176,98.758
1.4628E+12,117.01,103.614,101.694,100.648,112.535,100.03,103.595,0,118.55,101.151,104.195,139.25,104.784,102.038,104.253,100.345,100.202,101.29,108.61,98.049,102.925,109.097,103.221,102.41,100.45,118.209,106.175,105.07,98.93
1.46254E+12,117.308,103.468,101.367,100.467,112.466,99.752,103.414,0,118.1,101.057,104.629,138.934,104.453,102.141,104.196,100.346,100.007,101.24,108.48,98.06,103.093,109.097,103.242,102.262,100.422,117.99,106.549,105.048,98.578
1.46246E+12,116.354,103.429,101.344,100.615,112.182,99.619,103.263,0,117.95,101.01,104.702,139.1,104.491,102.097,104.195,100.268,99.858,100.73,108.17,98.294,102.97,108.884,103.302,101.89,100.328,117.991,105.8,104.56,98.906
1.46237E+12,115.97,103.068,100.911,100.687,111.947,99.359,102.863,0,118.15,101.158,104.702,139.046,104.455,102.097,104.184,100.502,99.501,100.73,108.22,99.34,103.097,108.774,103.309,101.876,100.347,117.986,107.575,104.09,98.648
1.46228E+12,115.652,103.218,100.374,100.574,111.997,99.409,102.939,0,118.25,100.936,104.775,139.277,104.782,102.097,103.988,100.58,99.503,100.5,108.151,99.614,102.972,109.211,103.473,101.767,100.197,117.798,109,104.081,98.438
1.4622E+12,115.116,102.619,99.666,100.431,111.27,98.801,102.174,0,118.4,101.025,104.63,138.55,104.655,102.097,103.875,100.191,98.898,100.1,108.32,99.44,103.183,110.252,103.348,101.203,100.178,117.97,109.9,103.429,97.781
1.46194E+12,115.16,102.502,99.876,100.431,111.127,98.634,102.123,0,118.4,101.04,104.63,138.408,104.532,101.82,104.007,100.191,98.808,99.98,108.22,98.89,103.182,110.288,103.203,100.93,100.178,117.97,109.9,103.429,98.125
1.46185E+12,115.164,103.42,100.203,100.24,111.557,99.011,102.411,0,118.2,100.99,105.288,138.819,104.617,101.83,103.95,100.269,99.103,100.54,108.46,99.037,103.144,109.863,103.277,101.133,100.122,118.317,110.1,103.46,98.203
1.46176E+12,114.272,102.356,100.013,100.23,111.167,98.652,102.026,0,117.35,100.87,105.273,138.494,104.273,101.665,103.89,100.503,98.852,100.33,108.6,98.802,102.809,109.322,102.949,100.871,100.065,117.856,109.975,103.253,97.961
1.46168E+12,113.819,102.405,99.516,100.226,111.27,98.657,101.929,0,116.95,100.81,105.053,138.331,104.06,101.985,103.794,100.974,98.821,100.56,108.45,98.39,102.642,109.329,102.868,100.386,100.075,118.386,110.175,102.95,97.273
1.46159E+12,114.016,102.771,99.585,0,111.572,98.984,102.279,0,117.6,0,0,138.692,104.223,0,0,0,99.131,101.03,108.55,97.828,103.104,0,102.809,100.551,0,0,0,103.375,97.406
1.46133E+12,114.096,103.122,99.841,0,111.83,99.345,102.59,0,117.9,0,0,138.949,104.666,0,0,0,99.455,101.26,108.77,97.984,103.02,0,103.199,100.632,0,0,0,103.452,97.609
1.46125E+12,114.189,103.101,100.434,0,111.928,99.354,102.587,0,117.25,0,0,139.01,104.852,0,0,0,99.4,101.39,109.166,98.753,103.192,0,103.284,101.418,0,0,0,103.587,97.844
1.46116E+12,114.447,103.709,107.811,0,112.662,100.032,103.387,0,118.6,0,0,139.594,105.306,0,0,0,100.087,101.91,109.481,99.05,103.743,0,103.819,102.143,0,0,0,104.551,98.008
1.46107E+12,114.681,103.458,107.892,0,112.431,99.81,103.149,0,118.3,0,0,139.447,105.411,0,0,0,99.915,101.79,109.206,99.146,103.829,0,103.754,101.951,0,0,0,104.193,98.555
1.46099E+12,114.946,103.505,108.119,0,112.756,99.954,103.286,0,118.4,0,0,139.55,105.318,0,0,0,100.02,101.88,109.056,99.058,103.745,0,104.199,102.085,0,0,0,104.536,98.68
1.46073E+12,114.831,103.777,108.391,0,112.94,100.222,103.61,0,118,0,0,140.016,105.996,0,0,0,100.273,101.88,109.17,98.932,103.152,0,104.102,101.945,0,0,0,105.121,98.82
1.46064E+12,115.169,103.4,108.193,0,112.682,99.901,103.29,0,118.4,0,0,139.608,105.859,0,0,0,99.957,101.89,109.071,98.237,102.987,0,104.119,101.836,0,0,0,104.798,98.484
1.46055E+12,115.103,103.889,108.605,0,112.813,100.236,103.577,0,118.3,0,0,139.835,106.292,0,0,0,100.242,101.94,109.36,98.241,103.708,0,104.463,101.921,0,0,0,104.967,98.719
1.46047E+12,115.671,103.333,108.215,0,112.705,99.819,103.293,0,118.7,0,0,139.328,105.448,0,0,0,99.872,102.16,109.171,96.751,104.007,0,103.765,101.938,0,0,0,104.859,98.641
1.46038E+12,116.267,103.911,108.687,0,112.923,100.327,103.776,0,119.25,0,0,139.86,106.025,0,0,0,100.327,102.32,109.621,96.925,104.094,0,103.97,102.411,0,0,0,105.278,99.07
1.46012E+12,0,104.14,108.783,0,113.063,100.631,103.971,0,0,0,0,140.7,106.16,0,0,0,100.55,102.51,109.4,0,104,0,103.877,101.89,0,0,0,105.57,99.102
1.46004E+12,0,104,109.361,0,113.062,100.58,104.026,0,0,0,0,140.82,105.46,0,0,0,100.56,102.78,109.05,0,103.95,0,103.019,101.89,0,0,0,105.97,99.438
1.45995E+12,0,103.89,108.951,0,112.72,100.379,103.729,0,0,0,0,140.94,106.41,0,0,0,100.42,102.62,109.41,0,104.1,0,103.88,101.89,0,0,0,105.47,98.797
1.45986E+12,0,104.08,109.369,0,112.864,100.66,103.972,0,0,0,0,141.17,106.555,0,0,0,100.58,102.73,109.65,0,104.3,0,106.345,101.89,0,0,0,105.61,99.109
1.45978E+12,0,103.94,108.858,0,112.449,100.42,103.662,0,0,0,0,141.46,107.026,0,0,0,100.42,102.53,109.95,0,104.35,0,106.769,101.89,0,0,0,105.12,98.766
1.45952E+12,0,103.903,108.719,0,112.409,100.418,103.657,0,0,0,0,141.48,107.137,0,0,0,100.369,102.79,110.06,0,104.35,0,106.868,101.89,0,0,0,105.07,98.656
1.45943E+12,0,103.77,108.821,0,112.234,100.105,103.391,0,0,0,0,141.27,106.98,0,0,0,100.18,102.64,109.93,0,104.45,0,106.83,101.89,0,0,0,105.2,98.688
1.45934E+12,0,103.752,108.833,0,112.259,100.16,103.368,0,0,0,0,141.4,107.16,0,0,0,100.092,102.63,109.74,0,104.4,0,106.997,101.89,0,0,0,104.86,98.203
1.45926E+12,0,103.81,109.277,0,112.49,100.243,103.599,0,0,0,0,141.35,106.98,0,0,0,100.25,102.61,109.85,0,103.45,0,106.89,117.54,0,0,0,105.22,98.375
1.45917E+12,0,103.26,108.571,0,112.269,99.688,103.17,0,0,0,0,140.25,106.3,0,0,0,99.81,102.2,109.36,0,103.1,0,106.19,117.54,0,0,0,104.79,97.656
1.45883E+12,0,103.12,108.434,0,112.069,99.688,103.17,0,0,0,0,140.09,106.28,0,0,0,99.7,102.2,109.36,0,103.25,0,106.19,117.54,0,0,0,104.79,97.531
1.45874E+12,0,103.14,108.68,0,111.92,99.26,102.735,0,0,0,0,140.15,106.56,0,0,0,99.68,102.15,109.4,0,102.55,0,106.13,117.54,0,0,0,104.91,97.727
1.45865E+12,0,103,107.909,0,111.727,99.44,102.824,0,0,0,0,140.02,106.72,0,0,0,99.46,102.13,109.45,0,102.65,0,106.273,117.49,0,0,0,104.87,97.141
1.45857E+12,0,102.95,108.176,0,111.501,99.33,102.68,0,0,0,0,140.5,106.784,0,0,0,99.34,102.1,109.65,0,102.5,0,106.219,117.32,0,0,0,104.67,97.375
1.45831E+12,0,103.09,108.308,0,111.537,99.416,102.786,0,0,0,0,140.55,106.6,0,0,0,99.51,101.87,109.051,0,102.9,0,106.296,117.46,0,0,0,104.83,97.719
1.45822E+12,0,102.895,108.3,0,111.087,99.263,102.682,0,0,0,0,140.42,106.662,0,0,0,99.22,101.87,109.001,0,102.8,0,106.368,117.28,0,0,0,104.87,97.547
1.45814E+12,0,102.18,108.19,0,110.254,98.482,101.861,0,0,0,0,139.79,105.91,0,0,0,98.56,100.99,109.001,0,101.4,0,105.609,116.56,0,0,0,104.29,97.406
1.45805E+12,0,102.02,107.949,0,110.11,103.86,101.791,0,0,0,0,139.66,105.68,0,0,0,98.44,101.12,109.34,0,101.1,0,105.507,116.41,0,0,0,104.14,96.898
1.45796E+12,0,102.425,107.798,0,110.38,104.22,101.99,0,0,0,0,139.99,106.175,0,0,0,98.781,100.7,108.651,0,101.3,0,105.838,116.62,0,0,0,103.94,96.984
1.45771E+12,0,102.51,107.671,0,110.443,104.348,102.202,0,0,0,0,140.34,106.13,0,0,0,98.93,100.6,109.46,0,102.1,0,105.821,116.85,0,0,0,103.69,96.727
1.45762E+12,0,101.89,108.231,0,110.06,103.824,101.925,0,0,0,0,139.17,104.52,0,0,0,98.53,100.87,108.351,0,102.4,0,104.945,117.09,0,0,0,104.14,97.238
1.45753E+12,0,102.47,108.661,0,110.719,104.254,102.544,0,0,0,0,140.03,105.42,0,0,0,99,100.7,108.351,0,0,0,105.077,117.57,0,0,0,104.72,97.762
1.45745E+12,0,102.86,109.299,0,111.293,104.78,103.177,0,0,0,0,0,105.24,0,0,0,99.44,0,0,0,0,0,105.07,117.98,0,0,0,105.66,98.168
1.45736E+12,0,102.38,108.441,0,110.862,104.304,102.85,0,0,0,0,0,104.8,0,0,0,98.94,0,0,0,0,0,104.91,117.48,0,0,0,104.73,97.469
1.4571E+12,0,102.2,108.676,0,110.852,103.914,102.625,0,0,0,0,0,104.922,0,0,0,98.917,0,0,0,0,0,105.24,117.5,0,0,0,104.58,97.727
1.45702E+12,0,102.46,108.936,0,111.14,104.362,103.271,0,0,0,0,0,105.26,0,0,0,99.21,0,0,0,0,0,105.24,117.57,0,0,0,104.9,98.094
1.45693E+12,0,102.46,108.693,0,111.14,104.069,102.865,0,0,0,0,0,104.79,0,0,0,99.21,0,0,0,0,0,105.24,117.57,0,0,0,104.75,98.051
1.45684E+12,0,102.87,108.826,0,111.671,104.637,103.406,0,0,0,0,0,105.576,0,0,0,99.63,0,0,0,0,0,105.61,118.11,0,0,0,105.5,98.352
1.45676E+12,0,103.26,109.244,0,112.247,105.006,103.849,0,0,0,0,0,105.304,0,0,0,100,0,0,0,0,0,105.48,118.27,0,0,0,106.04,98.977
1.4565E+12,0,102.886,109.313,0,111.829,104.656,103.438,0,0,0,0,0,104.817,0,0,0,99.605,0,0,0,0,0,104.92,118.29,0,0,0,105.31,98.734
1.45641E+12,0,102.79,109.684,0,111.9,104.622,103.64,0,0,0,0,0,104.399,0,0,0,99.6,0,0,0,0,0,104.64,118.4,0,0,0,105.75,99.086
1.45632E+12,0,102.75,109.597,0,111.805,104.436,103.324,0,0,0,0,0,104.151,0,0,0,99.53,0,0,0,0,0,104.59,118.32,0,0,0,105.92,98.82
1.45624E+12,0,102.44,109.885,0,111.259,104.309,103.136,0,0,0,0,0,104.222,0,0,0,99.04,0,0,0,0,0,104.22,117.57,0,0,0,105.18,99.113
1.45615E+12,0,102.44,109.865,0,111.487,104.44,103.156,0,0,0,0,0,104.319,0,0,0,99.28,0,0,0,0,0,103.94,117.89,0,0,0,105.42,98.797
1.45589E+12,0,102.41,109.901,0,111.447,104.078,102.929,0,0,0,0,0,103.97,0,0,0,99.22,0,0,0,0,0,103.76,117.94,0,0,0,105.36,98.898
1.45581E+12,0,102.282,109.985,0,111.345,103.929,102.779,0,0,0,0,0,104.071,0,0,0,99.12,0,0,0,0,0,103.822,117.77,0,0,0,105.01,98.938
1.45572E+12,0,101.559,109.388,0,110.729,103.366,102.284,0,0,0,0,0,103.617,0,0,0,98.49,0,0,0,0,0,103.44,117.7,0,0,0,104.59,98.289
1.45563E+12,0,101.495,109.548,0,110.887,103.236,102.271,0,0,0,0,0,103.3,0,0,0,98.52,0,0,0,0,0,103.37,117.65,0,0,0,105.14,98.578
1.45529E+12,0,101.57,109.831,0,111.068,103.173,102.342,0,0,0,0,0,103.175,0,0,0,98.64,0,0,0,0,0,103.61,118.47,0,0,0,105.31,98.875
1.4552E+12,0,101.92,110.853,0,111.603,103.734,103.024,0,0,0,0,0,102.579,0,0,0,99.09,0,0,0,0,0,103.21,119.03,0,0,0,106.5,99.758
1.45511E+12,0,101.78,111.053,0,111.108,103.553,102.506,0,0,0,0,0,103.27,0,0,0,98.73,0,0,0,0,0,103.649,118.53,0,0,0,105.13,105.172
1.45503E+12,0,101.69,110.61,0,111.185,103.676,102.633,0,0,0,0,0,103.003,0,0,0,98.57,0,0,0,0,0,103.359,118.38,0,0,0,105.24,104.633
1.45494E+12,0,102.01,110.593,0,111.446,103.792,102.716,0,0,0,0,0,102.908,0,0,0,98.8,0,0,0,0,0,103.31,118.38,0,0,0,105.31,104.543
1.45468E+12,0,101.68,109.87,0,110.817,103.429,102.016,0,0,0,0,0,104.04,0,0,0,98.28,0,0,0,0,0,104.42,117.6,0,0,0,103.77,103.703
1.4546E+12,0,101.72,109.67,0,110.773,103.437,101.917,0,0,0,0,0,104.26,0,0,0,98.27,0,0,0,0,0,104.5,117.6,0,0,0,103.79,103.625
1.45451E+12,0,102.007,109.642,0,111.164,103.675,102.203,0,0,0,0,0,105.139,0,0,0,98.532,0,0,0,0,0,105.192,117.7,0,0,0,104.33,103.25
1.45442E+12,0,101.78,110,0,110.821,103.407,101.931,0,0,0,0,0,104.684,0,0,0,98.34,0,0,0,0,0,105.14,117.22,0,0,0,103.98,103.523
1.45434E+12,0,101.42,108.977,0,110.404,103.135,101.511,0,0,0,0,0,104.939,0,0,0,97.921,0,0,0,0,0,105.08,116.95,0,0,0,103.27,102.652
1.45408E+12,0,101.688,109.011,0,110.656,103.409,101.693,0,0,0,0,0,105.47,0,0,0,98.199,0,0,0,0,0,105.583,117.01,0,0,0,103.81,102.898
1.45399E+12,0,100.96,108.868,0,109.902,102.453,100.931,0,0,0,0,0,104.295,0,0,0,97.44,0,0,0,0,0,104.86,116.38,0,0,0,102.93,102.313
1.45391E+12,0,100.69,108.812,0,109.601,102.274,100.521,0,0,0,0,0,104.52,0,0,0,97.14,0,0,0,0,0,104.71,116.15,0,0,0,102.68,102.297
1.45382E+12,0,100.67,108.639,0,109.615,102.368,105.857,0,0,0,0,0,104.45,0,0,0,97.17,0,0,0,0,0,103.74,116.3,0,0,0,102.7,102.313
1.45373E+12,0,100.3,108.839,0,109.402,101.986,105.583,0,0,0,0,0,104.025,0,0,0,96.89,0,0,0,0,0,103.74,116.18,0,0,0,102.78,102.203
1.45347E+12,0,100.22,108.183,0,109.291,101.856,105.5,0,0,0,0,0,104.1,0,0,0,96.82,0,0,0,0,0,103.631,116.06,0,0,0,102.51,101.719
1.45339E+12,0,100.371,108.66,0,109.563,102.1,105.776,0,0,0,0,0,104.055,0,0,0,96.999,0,0,0,0,0,103.72,116.63,0,0,0,102.92,101.949
1.4533E+12,0,99.955,109.599,0,109.254,101.635,105.489,0,0,0,0,0,103.245,0,0,0,96.67,0,0,0,0,0,103.236,116.2,0,0,0,103.37,102.199
1.45321E+12,0,99.562,109.451,0,108.547,101.22,104.78,0,0,0,0,0,104.035,0,0,0,96.13,0,0,0,0,0,103.9,115.16,0,0,0,102.57,101.809
1.45287E+12,0,99.73,109.73,0,108.581,101.161,104.88,0,0,0,0,0,103.99,0,0,0,96.195,0,0,0,0,0,103.61,115.54,0,0,0,103.06,101.875
1.45278E+12,0,99.44,109.001,0,108.287,100.838,104.603,0,0,0,0,0,103.815,0,0,0,95.92,0,0,0,0,0,103.29,115.31,0,0,0,102.37,101.316
1.4527E+12,0,99.5,108.957,0,108.328,101.033,104.59,0,0,0,0,0,103.991,0,0,0,95.95,0,0,0,0,0,103.23,115,0,0,0,102.27,101.559
1.45261E+12,0,99.193,108.69,0,108.072,100.741,104.33,0,0,0,0,0,103.541,0,0,0,95.67,0,0,0,0,0,102.82,114.85,0,0,0,102.18,101.207
1.45252E+12,0,99.28,108.138,0,107.945,100.696,104.23,0,0,0,0,0,103.738,0,0,0,95.78,0,0,0,0,0,102.932,114.57,0,0,0,102.07,100.68
1.45226E+12,0,99.45,108.387,0,108.345,101.118,104.58,0,0,0,0,0,104.22,0,0,0,95.94,0,0,0,0,0,103.896,114.77,0,0,0,102.05,101.18
1.45218E+12,0,98.88,108.152,0,107.91,100.744,104.14,0,0,0,0,0,104.08,0,0,0,95.53,0,0,0,0,0,103.42,114.46,0,0,0,101.71,100.883
1.45209E+12,0,99.41,108.111,0,108.385,101.111,104.57,0,0,0,0,0,104.73,0,0,0,95.94,0,0,0,0,0,104.24,114.84,0,0,0,101.81,100.609
1.452E+12,0,98.921,107.659,0,108.071,100.845,104.02,0,0,0,0,0,104.58,0,0,0,95.56,0,0,0,0,0,103.8,116.64,0,0,0,101.07,100.09
1.45192E+12,0,98.921,107.468,0,108.071,100.528,104.02,0,0,0,0,0,104.21,0,0,0,95.56,0,0,0,0,0,103.8,116.64,0,0,0,101.04,100.063
1.45157E+12,0,98.286,107.476,0,107.596,100.036,103.02,0,0,0,0,0,103.72,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.36,99.828
1.45149E+12,0,98.286,107.45,0,107.596,100.036,103.02,0,0,0,0,0,103.64,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.08,99.594
1.4514E+12,0,98.286,107.391,0,107.596,100.119,103.02,0,0,0,0,0,103.53,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.83,99.566
1.45131E+12,0,98.286,107.695,0,107.596,100.821,103.02,0,0,0,0,0,103.59,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.71,100.203
1.45097E+12,0,98.286,107.695,0,107.596,99.978,103.02,0,0,0,0,0,102.99,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.71,100.039
1.45088E+12,0,98.286,107.344,0,107.596,99.978,103.02,0,0,0,0,0,103.11,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.52,99.914
1.45079E+12,0,98.286,107.32,0,107.596,100.343,103.02,0,0,0,0,0,103.38,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,101.01,100.109
1.45071E+12,0,98.286,107.649,0,107.596,100.9,103.02,0,0,0,0,0,103.76,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,101.57,100.488
1.45045E+12,0,98.286,107.488,0,107.596,100.955,103.02,0,0,0,0,0,103.88,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,101.42,100.352
1.45036E+12,0,98.286,107.21,0,107.596,100.515,103.02,0,0,0,0,0,103.35,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,101.32,100.141
1.45028E+12,0,98.286,106.482,0,107.596,99.844,103.02,0,0,0,0,0,102.73,0,0,0,94.65,0,0,0,0,0,103.36,116.64,0,0,0,100.48,99.723
1.45019E+12,0,98.9,106.675,0,108.541,100.124,103.891,0,0,0,0,0,102.77,0,0,0,95.46,0,0,0,0,0,103.86,116.64,0,0,0,100.45,99.816
1.4501E+12,0,98.9,106.848,0,108.541,100.535,103.891,0,0,0,0,0,103.33,0,0,0,95.46,0,0,0,0,0,103.86,116.64,0,0,0,101.56,100.27
1.44984E+12,0,99.6,107.425,0,108.889,101.258,104.31,0,0,0,0,0,104.14,0,0,0,95.91,0,0,0,0,0,104.59,116.64,0,0,0,101.68,101.117
1.44976E+12,0,99.4,106.706,0,108.792,100.944,103.97,0,0,0,0,0,104.08,0,0,0,95.64,0,0,0,0,0,104.64,116.64,0,0,0,101.26,100.113
1.44967E+12,0,99.23,106.683,0,108.418,100.74,103.8,0,0,0,0,0,100.34,0,0,0,95.47,0,0,0,0,0,104.62,116.64,0,0,0,101.03,100.285
1.44959E+12,0,99.45,106.533,0,108.705,101.058,104.013,0,0,0,0,0,100.41,0,0,0,95.61,0,0,0,0,0,104.8,116.64,0,0,0,101.62,100.203
1.4495E+12,0,99.24,106.419,0,108.576,100.904,103.85,0,0,0,0,0,100.4,0,0,0,95.47,0,0,0,0,0,104.6,116.64,0,0,0,101.56,100.148
1.44924E+12,0,98.431,105.87,0,107.642,99.948,102.988,0,0,0,0,0,99.51,0,0,0,94.642,0,0,0,0,0,103.61,116.64,0,0,0,100.61,99.789
1.44915E+12,0,98.3,105.488,0,107.679,99.905,102.96,0,0,0,0,0,99.58,0,0,0,94.58,0,0,0,0,0,103.46,116.64,0,0,0,101.12,99.492
1.44907E+12,0,100.266,106.461,0,109.619,101.941,104.937,0,0,0,0,0,101.7,0,0,0,96.499,0,0,0,0,0,105.82,116.64,0,0,0,102.26,100.582
1.44898E+12,0,100.197,106.673,0,109.7,101.951,105.036,0,0,0,0,0,101.59,0,0,0,96.481,0,0,0,0,0,105.85,116.64,0,0,0,102.1,100.781
1.44889E+12,0,100.141,105.969,0,109.624,101.909,104.908,0,0,0,0,0,101.47,0,0,0,96.38,0,0,0,0,0,105.52,116.64,0,0,0,101.51,100.273
1.44863E+12,0,100.291,106,0,109.753,102.095,105.103,0,0,0,0,0,101.74,0,0,0,96.57,0,0,0,0,0,105.57,116.64,0,0,0,101.68,100.218
1.44846E+12,0,100.13,105.793,0,109.593,101.862,104.97,0,0,0,0,0,101.4,0,0,0,96.45,0,0,0,0,0,105.72,116.64,0,0,0,101.02,100.109
1.44838E+12,0,99.86,105.572,0,109.152,101.411,104.58,0,0,0,0,0,100.84,0,0,0,96.13,0,0,0,0,0,104.58,116.64,0,0,0,101.27,100.043
1.44829E+12,0,99.591,105.585,0,109.062,101.233,104.486,0,0,0,0,0,100.73,0,0,0,95.89,0,0,0,0,0,104.83,116.64,0,0,0,101.06,100.043
1.44803E+12,0,100.049,105.488,0,109.327,101.635,104.892,0,0,0,0,0,100.84,0,0,0,96.24,0,0,0,0,0,104.66,116.64,0,0,0,101.17,99.875
1.44794E+12,0,100.05,105.507,0,109.325,101.751,104.88,0,0,0,0,0,100.65,0,0,0,96.25,0,0,0,0,0,104.05,116.64,0,0,0,101,99.938
1.44786E+12,0,99.973,105.264,0,109.179,101.666,104.728,0,0,0,0,0,100.64,0,0,0,96.064,0,0,0,0,0,103.57,116.64,0,0,0,100.61,99.785
1.44777E+12,0,99.79,105.192,0,108.909,101.465,104.592,0,0,0,0,0,100.31,0,0,0,95.9,0,0,0,0,0,103.25,116.64,0,0,0,100.17,99.783
1.44768E+12,0,99.69,105.276,0,108.73,101.311,104.407,0,0,0,0,0,100.09,0,0,0,95.787,0,0,0,0,0,102.94,116.64,0,0,0,100.51,99.803
1.44743E+12,0,99.556,105.237,0,108.448,101.125,104.122,0,0,0,0,0,100.19,0,0,0,95.572,0,0,0,0,0,103.53,116.64,0,0,0,100.19,99.844
1.44734E+12,0,99.14,104.81,0,107.957,100.652,103.7,0,0,0,0,0,99.76,0,0,0,95.16,0,0,0,0,0,102.99,116.64,0,0,0,99.89,99.406
1.44725E+12,0,99.136,104.765,0,107.77,100.595,103.659,0,0,0,0,0,99.65,0,0,0,95.128,0,0,0,0,0,102.73,116.64,0,0,0,99.64,99.591
1.44717E+12,0,99.043,104.765,0,107.672,100.446,103.567,0,0,0,0,0,99.14,0,0,0,95.037,0,0,0,0,0,102.42,116.64,0,0,0,99.74,97.023
1.44708E+12,0,98.59,104.635,0,107.139,99.96,103.1,0,0,0,0,0,98.66,0,0,0,94.671,0,0,0,0,0,101.25,116.64,0,0,0,99.46,97.001
1.44682E+12,0,98.381,104.673,0,106.885,99.778,102.91,0,0,0,0,0,98.27,0,0,0,94.44,0,0,0,0,0,101.82,116.64,0,0,0,99.65,97.188
1.44673E+12,0,99.03,105.283,0,107.709,100.412,103.71,0,0,0,0,0,99.14,0,0,0,95.14,0,0,0,0,0,102.6,116.64,0,0,0,100.28,97.911
1.44665E+12,0,99.15,105.431,0,107.869,100.332,103.79,0,0,0,0,0,99.38,0,0,0,95.22,0,0,0,0,0,103.32,116.64,0,0,0,100.06,97.997
1.44656E+12,0,99.29,105.595,0,107.937,100.544,103.98,0,0,0,0,0,99.44,0,0,0,95.36,0,0,0,0,0,103.63,116.64,0,0,0,100.3,98.199
1.44647E+12,0,99.39,105.963,0,108.124,100.675,104.192,0,0,0,0,0,99.44,0,0,0,95.49,0,0,0,0,0,103.44,116.64,0,0,0,100.48,98.5
1.44621E+12,0,99.924,106.275,0,108.56,101.247,104.6,0,0,0,0,0,100.23,0,0,0,95.956,0,0,0,0,0,103.96,116.64,0,0,0,100.74,98.75
1.44613E+12,0,99.86,106.228,0,108.266,101.121,104.4,0,0,0,0,0,100.17,0,0,0,95.8,0,0,0,0,0,104.41,116.64,0,0,0,100.69,98.477
1.44604E+12,0,100.597,106.835,0,109.226,102.024,105.347,0,0,0,0,0,100.73,0,0,0,96.644,0,0,0,0,0,105.19,116.64,0,0,0,101.82,99.117
1.44595E+12,0,100.53,107.411,0,109.299,101.933,105.35,0,0,0,0,0,100.49,0,0,0,96.64,0,0,0,0,0,105,116.64,0,0,0,109.04,99.648
1.44587E+12,0,100.06,107.201,0,108.725,101.405,104.8,0,0,0,0,0,100.02,0,0,0,96.15,0,0,0,0,0,104.57,116.64,0,0,0,108.43,99.5
1.44561E+12,0,99.95,106.618,0,108.645,101.399,104.65,0,0,0,0,0,99.9,0,0,0,96.03,0,0,0,0,0,104.5,116.64,0,0,0,108.14,99.258
1.44552E+12,0,100.13,107.111,0,108.994,101.485,104.85,0,0,0,0,0,100.37,0,0,0,96.17,0,0,0,0,0,104.96,116.64,0,0,0,108.71,99.719
1.44543E+12,0,99.23,107.064,0,108.321,100.645,104.055,0,0,0,0,0,98.99,0,0,0,95.35,0,0,0,0,0,103.51,116.64,0,0,0,108.7,99.762
1.44535E+12,0,98.63,106.314,0,107.782,99.921,103.502,0,0,0,0,0,98.45,0,0,0,94.737,0,0,0,0,0,102.86,116.64,0,0,0,108.18,99.352
1.44526E+12,0,99.265,107.095,0,108.485,100.604,104.143,0,0,0,0,0,99.12,0,0,0,95.365,0,0,0,0,0,103.38,116.64,0,0,0,108.43,99.793
1.445E+12,0,99.43,106.993,0,108.715,100.751,104.34,0,0,0,0,0,99.08,0,0,0,95.59,0,0,0,0,0,103.36,116.64,0,0,0,108.71,99.664
1.44492E+12,0,99.18,107.223,0,108.69,100.576,104.181,0,0,0,0,0,98.64,0,0,0,95.462,0,0,0,0,0,102.89,116.64,0,0,0,108.85,99.82
1.44483E+12,0,99.33,107.687,0,108.724,100.771,104.325,0,0,0,0,0,98.8,0,0,0,95.571,0,0,0,0,0,103.01,116.64,0,0,0,109.01,100.219
1.44474E+12,0,99,107.2,0,108.265,100.377,103.92,0,0,0,0,0,98.6,0,0,0,95.19,0,0,0,0,0,103.04,116.64,0,0,0,108.35,99.549
1.44466E+12,0,99.013,106.518,0,108.367,100.394,104.006,0,0,0,0,0,98.36,0,0,0,95.231,0,0,0,0,0,102.86,116.64,0,0,0,108.48,99.148
1.4444E+12,0,98.76,106.518,0,107.997,100.07,103.66,0,0,0,0,0,98.27,0,0,0,94.91,0,0,0,0,0,102.77,116.64,0,0,0,108.18,99.148
1.44431E+12,0,98.933,106.653,0,108.311,100.353,103.906,0,0,0,0,0,98.31,0,0,0,95.101,0,0,0,0,0,102.67,116.64,0,0,0,108.58,99.031
